ticker,date,avg_sentiment_vader,tweet_count,weighted_score_vader
NFLX,2020-01-31,-0.3612000048160553,1,-0.3612000048160553
AAPL,2020-04-09,0.22020000219345093,2,0.44040000438690186
BKNG,2020-07-22,0.6248999834060669,1,0.6248999834060669
AAPL,2020-08-04,0.2157285703080041,7,1.5100999921560287
BABA,2020-08-14,0.17000000178813934,2,0.3400000035762787
HD,2020-09-01,0.0,1,0.0
DIS,2020-09-14,-0.10270000249147415,1,-0.10270000249147415
TSLA,2020-09-25,0.21575293733793147,17,3.667799934744835
TSLA,2020-10-10,0.28265000134706497,2,0.5653000026941299
AAPL,2020-11-05,0.0,2,0.0
MSFT,2020-12-31,0.6596999764442444,1,0.6596999764442444
MCD,2020-04-06,0.15109999477863312,1,0.15109999477863312
FB,2020-10-21,-0.3472000062465668,1,-0.3472000062465668
BABA,2020-05-21,0.0,1,0.0
JPM,2020-06-30,0.4878000020980835,1,0.4878000020980835
BABA,2020-09-08,0.0,1,0.0
NVDA,2020-02-20,0.42149999737739563,1,0.42149999737739563
V,2020-03-10,0.4409500062465668,2,0.8819000124931335
HD,2020-03-20,0.0,1,0.0
NKE,2020-03-25,0.49390000104904175,1,0.49390000104904175
DIS,2020-04-09,0.004528571452413287,7,0.031700000166893005
BA,2020-04-29,0.13558888683716455,9,1.220299981534481
DIS,2020-04-30,-0.857200026512146,1,-0.857200026512146
BA,2020-06-13,0.0,1,0.0
XOM,2020-09-12,0.3847000002861023,1,0.3847000002861023
NVDA,2020-12-02,0.07720000296831131,1,0.07720000296831131
BA,2020-02-06,0.7124999761581421,1,0.7124999761581421
XOM,2020-02-20,0.0,1,0.0
BA,2020-02-11,-0.4190500006079674,2,-0.8381000012159348
BKNG,2020-03-31,-0.599399983882904,1,-0.599399983882904
CCL,2020-04-23,0.44040000438690186,1,0.44040000438690186
BA,2020-05-01,0.4820999950170517,3,1.446299985051155
NFLX,2020-05-07,0.7268999814987183,1,0.7268999814987183
BA,2020-07-24,0.15309999883174896,1,0.15309999883174896
TSLA,2020-07-25,-0.03660000115633011,2,-0.07320000231266022
FB,2020-09-11,-0.8481000065803528,1,-0.8481000065803528
FB,2020-09-30,0.5719000101089478,1,0.5719000101089478
DIS,2020-10-15,0.0,1,0.0
CCL,2020-12-04,0.5859000086784363,1,0.5859000086784363
AMZN,2020-12-10,-0.053939998149871826,5,-0.26969999074935913
BRK.B,2020-03-24,0.0,1,0.0
AAPL,2020-04-15,0.5422999858856201,1,0.5422999858856201
V,2020-06-17,0.3181999921798706,1,0.3181999921798706
SBUX,2020-08-25,0.0,2,0.0
WMT,2020-09-14,0.3931000083684921,2,0.7862000167369843
TSLA,2020-09-29,0.2154916658376654,12,2.585899990051985
BA,2020-10-02,0.35920000076293945,2,0.7184000015258789
TSLA,2020-10-08,0.17855454845861954,11,1.9641000330448148
FB,2020-11-06,0.7578999996185303,1,0.7578999996185303
PFE,2020-11-25,0.15890000263849893,3,0.4767000079154968
TSLA,2020-12-12,0.24695000052452087,2,0.49390000104904175
BABA,2020-09-10,0.0,1,0.0
PYPL,2020-02-25,-0.3181999921798706,1,-0.3181999921798706
KO,2020-05-13,0.5095000267028809,1,0.5095000267028809
TSLA,2020-06-02,0.08970000062670026,7,0.6279000043869019
BABA,2020-06-03,0.4135499894618988,2,0.8270999789237976
BAC,2020-06-17,0.49390000104904175,1,0.49390000104904175
AMZN,2020-07-14,-0.11983334024747212,3,-0.3595000207424164
FB,2020-10-13,0.5859000086784363,1,0.5859000086784363
DIS,2020-11-12,0.13252500002272427,8,1.0602000001817942
CCL,2020-12-11,-0.024650000035762787,4,-0.09860000014305115
BAC,2020-11-13,0.599399983882904,1,0.599399983882904
HD,2020-12-03,0.0,1,0.0
